FISC_PERIOD,FISC_YEAR,REGION,OFFICE,TOWN,TTL_CPS_ACEPT_M,TTL_CPS_SUBS_M,TTL_ALLEGAT_M,TTL_ALLEGAT_SUBS_M,TTL_PHYS_ABUSE_M,TTL_EDUC_NEGLECT_M,TTL_EMOT_NEGLECT_M,TTL_HIGH_RISK_M,TTL_MEDI_NEGLECT_M,TTL_AT_RISK_M,TTL_PHYS_NEGLECT_M,TTL_SEX_ABUSE_M,SUBS_PHYS_ABUSE_M,SUBS_EDUC_NEGLECT_M,SUBS_EMOT_NEGLECT_M,SUBS_HIGH_RISK_M,SUBS_MEDI_NEGLECT_M,SUBS_AT_RISK_M,SUBS_PHYS_NEGLECT_M,SUBS_SEX_ABUSE_M,CHILDREN_SUBS,RATE_PHYS_ABUSE_M,RATE_EDUC_NEGLECT_M,RATE_EMOT_NEGLECT_M,RATE_HIGH_RISK_M,RATE_MEDI_NEGLECT_M,RATE_AT_RISK_M,RATE_PHYS_NEGLECT_M,RATE_SEX_ABUSE_M
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,WINCHESTER,134,33,404,109,36,<= 10,65,-,-,-,273,11,<= 10,<= 10,25,-,-,-,72,<= 10,57,10 - 20 %,10 - 20 %,137%,-,-,-,64%,20 - 30 %
07/01/2015 - 06/30/2016,2016,REGION 5,TORRINGTON,TORRINGTON,456,73,1162,179,94,33,222,-,35,-,722,31,<= 10,<= 10,39,-,<= 10,-,116,<= 10,91,0 - 10 %,10 - 20 %,18%,-,10 - 20 %,-,16%,20 - 30 %
07/01/2015 - 06/30/2016,2016,REGION 5,DANBURY,NEW FAIRFIELD,49,12,108,22,11,<= 10,19,-,<= 10,-,65,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,12,<= 10,13,0 - 10 %,90 - 100 %,10 - 20 %,-,40 - 50 %,-,18%,30 - 40 %
07/01/2015 - 06/30/2016,2016,REGION 2,MILFORD,MILFORD,287,54,713,169,73,28,96,-,18,-,432,34,-,<= 10,23,-,-,-,124,12,78,-,20 - 30 %,24%,-,-,-,29%,35%
07/01/2012 - 06/30/2013,2013,REGION 3,MIDDLETOWN,DEEP RIVER,31,<= 10,58,<= 10,13,<= 10,<= 10,-,-,-,30,<= 10,<= 10,-,-,-,-,-,-,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,-,-,-,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 5,TORRINGTON,HARTLAND,<= 10,-,<= 10,-,<= 10,-,-,-,-,-,<= 10,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-,-,-,-,-,0 - 10 %,-
07/01/2010 - 06/30/2011,2011,REGION 4,MANCHESTER,GLASTONBURY,84,18,276,66,41,<= 10,42,-,-,-,152,34,<= 10,-,21,-,-,-,27,15,36,0 - 10 %,0 - 10 %,53%,-,-,-,52%,47%
07/01/2015 - 06/30/2016,2016,REGION 3,WILLIMANTIC,ASHFORD,38,<= 10,80,12,<= 10,<= 10,17,-,-,-,47,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,0 - 10 %,20 - 30 %,-,-,-,10 - 20 %,90 - 100 %
07/01/2015 - 06/30/2016,2016,REGION 4,HARTFORD,BLOOMFIELD,156,14,382,62,47,<= 10,74,-,16,-,232,<= 10,<= 10,-,11,-,<= 10,-,38,-,22,0 - 10 %,0 - 10 %,15%,-,50 - 60 %,-,16%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 5,TORRINGTON,WATERTOWN,97,<= 10,272,54,32,<= 10,46,-,<= 10,-,156,<= 10,<= 10,-,14,-,-,-,22,-,16,20 - 30 %,0 - 10 %,53%,-,0 - 10 %,-,29%,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 5,TORRINGTON,WARREN,<= 10,<= 10,11,<= 10,-,<= 10,<= 10,-,<= 10,-,<= 10,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,-,0 - 10 %,90 - 100 %,-,0 - 10 %,-,30 - 40 %,-
07/01/2013 - 06/30/2014,2014,REGION 1,BRIDGEPORT,FAIRFIELD,181,23,392,48,35,32,67,-,<= 10,-,217,15,<= 10,<= 10,<= 10,-,-,-,25,<= 10,28,10 - 20 %,0 - 10 %,10 - 20 %,-,0 - 10 %,-,12%,10 - 20 %
07/01/2013 - 06/30/2014,2014,REGION 3,MIDDLETOWN,LYME,<= 10,<= 10,20,<= 10,<= 10,-,<= 10,-,-,-,11,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,40 - 50 %,-,-,-,10 - 20 %,90 - 100 %
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,HARTLAND,<= 10,<= 10,23,<= 10,<= 10,-,<= 10,-,-,-,16,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,10 - 20 %,-,-,-,30 - 40 %,-
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,VOLUNTOWN,26,<= 10,66,11,<= 10,<= 10,<= 10,-,<= 10,-,48,<= 10,-,-,-,-,-,-,11,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,23%,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 3,MIDDLETOWN,EAST HADDAM,35,<= 10,83,<= 10,<= 10,-,<= 10,-,<= 10,-,52,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,-,0 - 10 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 6,NEW BRITAIN,AVON,53,<= 10,124,11,26,<= 10,17,-,<= 10,-,71,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,-,0 - 10 %,0 - 10 %,-,0 - 10 %,-,10 - 20 %,40 - 50 %
07/01/2015 - 06/30/2016,2016,REGION 3,NORWICH,LEDYARD,77,18,242,62,<= 10,<= 10,53,-,-,-,162,<= 10,<= 10,<= 10,16,-,-,-,42,<= 10,32,20 - 30 %,20 - 30 %,58%,-,-,-,53%,30 - 40 %
07/01/2010 - 06/30/2011,2011,REGION 3,MIDDLETOWN,HADDAM,31,<= 10,103,15,11,<= 10,22,-,<= 10,-,58,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,-,0 - 10 %,10 - 20 %,-,0 - 10 %,-,10 - 20 %,90 - 100 %
07/01/2014 - 06/30/2015,2015,REGION 5,TORRINGTON,SALISBURY,15,-,38,-,<= 10,<= 10,<= 10,-,-,-,21,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,0 - 10 %,-,-,-,-,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 3,NORWICH,MONTVILLE,141,33,350,89,30,13,48,-,<= 10,-,245,<= 10,<= 10,<= 10,17,-,-,-,60,<= 10,44,0 - 10 %,160 - 170 %,99%,-,0 - 10 %,-,65%,10 - 20 %
07/01/2012 - 06/30/2013,2013,REGION 3,WILLIMANTIC,SCOTLAND,17,<= 10,59,17,<= 10,-,14,-,<= 10,-,36,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,70 - 80 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 1,NORWALK,NEW CANAAN,41,<= 10,101,<= 10,<= 10,<= 10,24,-,<= 10,-,63,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,10 - 20 %,-,0 - 10 %,-,0 - 10 %,-
07/01/2015 - 06/30/2016,2016,REGION 1,BRIDGEPORT,FAIRFIELD,164,21,378,52,57,19,61,-,<= 10,-,224,<= 10,13,-,13,-,-,-,24,<= 10,25,23%,-,21%,-,0 - 10 %,-,11%,20 - 30 %
07/01/2015 - 06/30/2016,2016,REGION 6,NEW BRITAIN,BRISTOL,700,123,1681,291,156,52,277,-,34,-,1073,37,13,15,46,-,<= 10,-,197,<= 10,157,8%,29%,17%,-,20 - 30 %,-,18%,20 - 30 %
07/01/2010 - 06/30/2011,2011,REGION 5,TORRINGTON,COLEBROOK,<= 10,<= 10,19,11,<= 10,-,<= 10,-,-,-,11,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,90 - 100 %,-,-,-,60 - 70 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 6,NEW BRITAIN,SOUTHINGTON,234,28,576,54,67,12,118,-,16,-,321,11,<= 10,-,<= 10,-,<= 10,-,31,<= 10,37,0 - 10 %,-,0 - 10 %,-,40 - 50 %,-,16%,90 - 100 %
07/01/2010 - 06/30/2011,2011,REGION 3,WILLIMANTIC,UNION,<= 10,-,<= 10,-,-,-,-,-,-,-,<= 10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-
07/01/2012 - 06/30/2013,2013,REGION 5,DANBURY,BRIDGEWATER,<= 10,-,<= 10,-,-,-,-,-,-,-,<= 10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-
07/01/2012 - 06/30/2013,2013,REGION 3,NORWICH,MONTVILLE,144,22,405,78,44,<= 10,73,-,<= 10,-,257,<= 10,<= 10,<= 10,20,-,<= 10,-,50,<= 10,31,10 - 20 %,70 - 80 %,73%,-,40 - 50 %,-,54%,30 - 40 %
07/01/2015 - 06/30/2016,2016,REGION 4,HARTFORD,WEST HARTFORD,262,31,723,160,70,14,125,-,<= 10,-,477,20,-,<= 10,19,-,<= 10,-,137,<= 10,47,-,10 - 20 %,16%,-,10 - 20 %,-,53%,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 2,MILFORD,WOODBRIDGE,25,<= 10,72,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,48,<= 10,-,<= 10,-,-,-,-,<= 10,-,<= 10,0 - 10 %,40 - 50 %,0 - 10 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 3,WILLIMANTIC,CANTERBURY,27,<= 10,82,19,<= 10,<= 10,21,-,<= 10,-,46,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,40 - 50 %,-,0 - 10 %,-,20 - 30 %,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 4,MANCHESTER,EAST GRANBY,18,<= 10,38,<= 10,-,-,11,-,-,-,24,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,-,-,-,-,-,-,30 - 40 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 3,MIDDLETOWN,CHESTER,11,-,38,-,-,<= 10,<= 10,-,<= 10,-,27,-,-,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,-,0 - 10 %,-,-,-
07/01/2013 - 06/30/2014,2014,REGION 3,MIDDLETOWN,OLD SAYBROOK,44,<= 10,109,12,<= 10,<= 10,29,-,-,-,65,<= 10,<= 10,-,<= 10,-,-,-,<= 10,<= 10,<= 10,30 - 40 %,0 - 10 %,10 - 20 %,-,-,-,0 - 10 %,90 - 100 %
07/01/2013 - 06/30/2014,2014,REGION 3,NORWICH,GROTON,369,69,1040,250,99,18,226,-,18,-,640,15,<= 10,<= 10,54,-,-,-,182,<= 10,97,0 - 10 %,40 - 50 %,40%,-,-,-,41%,20 - 30 %
07/01/2015 - 06/30/2016,2016,REGION 4,MANCHESTER,MARLBOROUGH,23,<= 10,54,<= 10,<= 10,-,17,-,<= 10,-,33,-,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,20 - 30 %,-,0 - 10 %,-,10 - 20 %,-
07/01/2010 - 06/30/2011,2011,REGION 1,NORWALK,NORWALK,554,153,1413,351,165,34,295,-,37,-,810,34,19,13,81,-,<= 10,-,217,<= 10,225,12%,38%,27%,-,10 - 20 %,-,27%,10 - 20 %
07/01/2010 - 06/30/2011,2011,REGION 3,WILLIMANTIC,THOMPSON,70,<= 10,208,32,21,-,47,-,<= 10,-,117,11,-,-,13,-,-,-,18,-,16,-,-,59%,-,0 - 10 %,-,31%,-
07/01/2015 - 06/30/2016,2016,REGION 5,WATERBURY,WOLCOTT,62,11,163,30,14,<= 10,36,-,<= 10,-,95,<= 10,<= 10,-,<= 10,-,-,-,20,-,15,0 - 10 %,0 - 10 %,20 - 30 %,-,0 - 10 %,-,21%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 3,MIDDLETOWN,DEEP RIVER,18,-,34,-,<= 10,-,<= 10,-,-,-,20,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,-,0 - 10 %,-,-,-,-,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 4,MANCHESTER,SOUTH WINDSOR,96,16,293,106,38,<= 10,50,-,<= 10,-,185,<= 10,11,-,20,-,-,-,75,-,22,29%,0 - 10 %,40%,-,0 - 10 %,-,41%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 5,TORRINGTON,NORFOLK,11,-,31,-,<= 10,-,<= 10,-,<= 10,-,<= 10,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,-,0 - 10 %,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 4,MANCHESTER,BOLTON,25,<= 10,75,<= 10,<= 10,<= 10,18,-,<= 10,-,43,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,-,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2010 - 06/30/2011,2011,REGION 3,MIDDLETOWN,PORTLAND,45,<= 10,91,<= 10,15,<= 10,12,-,<= 10,-,53,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,-,0 - 10 %,-,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,WILLIMANTIC,WILLINGTON,27,<= 10,75,17,<= 10,-,21,-,-,-,46,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,40 - 50 %,-,-,-,10 - 20 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 3,WILLIMANTIC,CANTERBURY,27,<= 10,51,<= 10,11,<= 10,<= 10,-,<= 10,-,24,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,-,0 - 10 %,10 - 20 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,WILLIMANTIC,CHAPLIN,31,<= 10,72,11,<= 10,<= 10,12,-,-,-,41,<= 10,<= 10,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,0 - 10 %,20 - 30 %,-,-,-,10 - 20 %,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 5,DANBURY,SHERMAN,<= 10,<= 10,11,<= 10,-,-,<= 10,-,-,-,<= 10,-,-,-,-,-,-,-,<= 10,-,<= 10,-,-,0 - 10 %,-,-,-,30 - 40 %,-
07/01/2011 - 06/30/2012,2012,REGION 3,WILLIMANTIC,HAMPTON,<= 10,<= 10,30,22,<= 10,<= 10,11,-,<= 10,-,13,-,-,<= 10,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,70 - 80 %,90 - 100 %,-,0 - 10 %,-,60 - 70 %,-
07/01/2012 - 06/30/2013,2013,REGION 3,NORWICH,NORWICH,696,131,2037,492,174,63,409,-,60,-,1197,59,<= 10,25,101,-,36,-,287,14,182,0 - 10 %,104%,53%,-,67%,-,35%,25%
07/01/2010 - 06/30/2011,2011,REGION 5,TORRINGTON,WASHINGTON,12,<= 10,33,<= 10,<= 10,-,<= 10,-,-,-,18,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,140 - 150 %,-,-,-,40 - 50 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 3,MIDDLETOWN,OLD LYME,26,<= 10,63,<= 10,<= 10,-,15,-,<= 10,-,41,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,-,-,-,0 - 10 %,-,0 - 10 %,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 5,DANBURY,BRIDGEWATER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
07/01/2013 - 06/30/2014,2014,REGION 5,TORRINGTON,NORTH CANAAN,13,-,29,-,-,-,<= 10,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-,-,-,-,-
07/01/2012 - 06/30/2013,2013,REGION 5,TORRINGTON,SALISBURY,13,<= 10,50,12,-,-,<= 10,-,-,-,32,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,-,-,30 - 40 %,-,-,-,20 - 30 %,30 - 40 %
07/01/2014 - 06/30/2015,2015,REGION 3,NORWICH,MONTVILLE,134,37,390,120,30,<= 10,90,-,15,-,239,<= 10,<= 10,<= 10,25,-,<= 10,-,85,-,41,20 - 30 %,90 - 100 %,89%,-,10 - 20 %,-,89%,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 5,TORRINGTON,COLEBROOK,<= 10,<= 10,11,<= 10,<= 10,-,<= 10,-,-,-,<= 10,<= 10,-,-,-,-,-,-,<= 10,-,<= 10,0 - 10 %,-,0 - 10 %,-,-,-,30 - 40 %,0 - 10 %
07/01/2012 - 06/30/2013,2013,REGION 3,MIDDLETOWN,EAST HAMPTON,84,13,234,27,16,<= 10,45,-,<= 10,-,149,<= 10,-,-,<= 10,-,-,-,18,-,15,-,0 - 10 %,10 - 20 %,-,0 - 10 %,-,111%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 6,NEW BRITAIN,PLYMOUTH,114,22,267,38,25,<= 10,40,-,<= 10,-,164,11,<= 10,<= 10,<= 10,-,-,-,25,-,24,10 - 20 %,10 - 20 %,80 - 90 %,-,0 - 10 %,-,45%,-
07/01/2011 - 06/30/2012,2012,REGION 5,TORRINGTON,BARKHAMSTED,18,<= 10,36,<= 10,<= 10,<= 10,<= 10,-,-,-,16,<= 10,-,<= 10,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,40 - 50 %,50 - 60 %,-,-,-,20 - 30 %,90 - 100 %
07/01/2015 - 06/30/2016,2016,REGION 3,MIDDLETOWN,CLINTON,62,<= 10,135,22,13,<= 10,25,-,<= 10,-,82,<= 10,-,-,<= 10,-,-,-,12,<= 10,11,-,0 - 10 %,30 - 40 %,-,0 - 10 %,-,15%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,SPRAGUE,43,14,147,53,<= 10,<= 10,24,-,-,-,89,15,<= 10,<= 10,15,-,-,-,24,<= 10,19,10 - 20 %,40 - 50 %,65%,-,-,-,68%,50 - 60 %
07/01/2011 - 06/30/2012,2012,REGION 4,MANCHESTER,EAST GRANBY,17,<= 10,47,11,<= 10,-,13,-,-,-,24,<= 10,<= 10,-,-,-,-,-,<= 10,-,<= 10,30 - 40 %,-,-,-,-,-,30 - 40 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 4,MANCHESTER,TOLLAND,50,<= 10,114,<= 10,13,-,26,-,-,-,72,<= 10,<= 10,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,0 - 10 %,-,-,-,0 - 10 %,0 - 10 %
07/01/2010 - 06/30/2011,2011,REGION 3,NORWICH,EAST LYME,93,21,253,74,22,<= 10,42,-,<= 10,-,164,<= 10,-,<= 10,13,-,<= 10,-,53,-,28,-,70 - 80 %,57%,-,30 - 40 %,-,53%,0 - 10 %
07/01/2011 - 06/30/2012,2012,REGION 3,WILLIMANTIC,THOMPSON,98,19,276,54,26,<= 10,48,-,<= 10,-,179,<= 10,-,-,20,-,<= 10,-,30,-,27,-,0 - 10 %,72%,-,40 - 50 %,-,36%,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 1,BRIDGEPORT,FAIRFIELD,186,26,417,63,44,19,89,-,<= 10,-,227,15,<= 10,<= 10,15,-,-,-,39,<= 10,39,0 - 10 %,20 - 30 %,17%,-,0 - 10 %,-,44%,20 - 30 %
07/01/2014 - 06/30/2015,2015,REGION 6,NEW BRITAIN,PLYMOUTH,101,19,266,43,29,<= 10,32,-,<= 10,-,187,<= 10,<= 10,<= 10,<= 10,-,<= 10,-,29,<= 10,30,20 - 30 %,20 - 30 %,10 - 20 %,-,90 - 100 %,-,31%,120 - 130 %
07/01/2010 - 06/30/2011,2011,REGION 2,NEW HAVEN,NEW HAVEN,2123,559,5900,1363,570,104,1184,-,176,-,3569,141,30,49,213,-,73,-,951,37,841,5%,48%,18%,-,82%,-,44%,26%
07/01/2015 - 06/30/2016,2016,REGION 1,BRIDGEPORT,EASTON,28,-,75,-,<= 10,<= 10,15,-,<= 10,-,42,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,-,-,0 - 10 %,-,-,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 2,MILFORD,SHELTON,183,26,468,54,54,<= 10,122,-,11,-,247,12,<= 10,<= 10,13,-,-,-,34,<= 10,34,0 - 10 %,10 - 20 %,11%,-,-,-,14%,30 - 40 %
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,NORTH STONINGTON,23,<= 10,63,18,<= 10,<= 10,12,-,<= 10,-,38,<= 10,-,-,<= 10,-,-,-,14,-,<= 10,0 - 10 %,0 - 10 %,30 - 40 %,-,0 - 10 %,-,37%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 5,TORRINGTON,SHARON,<= 10,<= 10,23,<= 10,<= 10,<= 10,<= 10,-,-,-,14,<= 10,<= 10,-,-,-,-,-,<= 10,-,<= 10,50 - 60 %,0 - 10 %,0 - 10 %,-,-,-,20 - 30 %,0 - 10 %
07/01/2013 - 06/30/2014,2014,REGION 3,WILLIMANTIC,POMFRET,39,<= 10,110,14,<= 10,<= 10,24,-,<= 10,-,61,13,-,<= 10,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,90 - 100 %,40 - 50 %,-,0 - 10 %,-,10 - 20 %,-
07/01/2013 - 06/30/2014,2014,REGION 6,NEW BRITAIN,SIMSBURY,83,16,245,36,31,<= 10,48,-,<= 10,-,135,<= 10,<= 10,<= 10,13,-,<= 10,-,12,<= 10,22,30 - 40 %,40 - 50 %,161%,-,40 - 50 %,-,58%,40 - 50 %
07/01/2010 - 06/30/2011,2011,REGION 5,TORRINGTON,ROXBURY,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
07/01/2012 - 06/30/2013,2013,REGION 5,TORRINGTON,CORNWALL,<= 10,-,<= 10,-,-,-,-,-,-,-,<= 10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-
07/01/2014 - 06/30/2015,2015,OTHER,NULL,OTHER,394,56,937,184,77,35,177,-,19,-,561,36,<= 10,13,46,-,<= 10,-,107,<= 10,82,0 - 10 %,37%,27%,-,10 - 20 %,-,69%,10 - 20 %
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,FRANKLIN,<= 10,<= 10,20,<= 10,<= 10,-,<= 10,-,<= 10,-,<= 10,-,<= 10,-,-,-,-,-,-,-,<= 10,10 - 20 %,-,0 - 10 %,-,0 - 10 %,-,0 - 10 %,-
07/01/2012 - 06/30/2013,2013,REGION 1,BRIDGEPORT,EASTON,21,-,68,-,<= 10,<= 10,11,-,-,-,35,<= 10,-,-,-,-,-,-,-,-,-,0 - 10 %,0 - 10 %,-,-,-,-,-,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 6,NEW BRITAIN,NEW BRITAIN,1213,179,2884,406,350,93,455,-,47,-,1796,77,41,14,45,-,<= 10,-,272,22,244,12%,15%,10%,-,10 - 20 %,-,15%,29%
07/01/2015 - 06/30/2016,2016,REGION 3,MIDDLETOWN,LYME,<= 10,<= 10,16,<= 10,<= 10,-,<= 10,-,<= 10,-,<= 10,<= 10,-,-,-,-,<= 10,-,<= 10,<= 10,<= 10,0 - 10 %,-,0 - 10 %,-,90 - 100 %,-,80 - 90 %,90 - 100 %
07/01/2011 - 06/30/2012,2012,REGION 3,NORWICH,LEDYARD,66,12,212,45,16,<= 10,23,-,<= 10,-,148,<= 10,-,<= 10,11,-,<= 10,-,26,-,24,-,70 - 80 %,52%,-,10 - 20 %,-,30%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 6,NEW BRITAIN,CANTON,37,<= 10,68,13,<= 10,-,12,-,-,-,47,<= 10,<= 10,-,-,-,-,-,12,-,<= 10,10 - 20 %,-,-,-,-,-,29%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 5,DANBURY,NEW MILFORD,136,26,316,51,32,<= 10,54,-,<= 10,-,193,<= 10,<= 10,-,<= 10,-,<= 10,-,36,<= 10,34,0 - 10 %,0 - 10 %,10 - 20 %,-,10 - 20 %,-,92%,10 - 20 %
07/01/2010 - 06/30/2011,2011,REGION 4,MANCHESTER,MANCHESTER,702,123,1987,468,218,39,423,-,32,-,1154,57,22,<= 10,103,-,<= 10,-,297,21,153,10%,10 - 20 %,24%,-,20 - 30 %,-,26%,37%
07/01/2012 - 06/30/2013,2013,REGION 3,MIDDLETOWN,DURHAM,20,<= 10,46,<= 10,<= 10,-,<= 10,-,<= 10,-,25,<= 10,-,-,<= 10,-,-,-,<= 10,-,<= 10,0 - 10 %,-,10 - 20 %,-,0 - 10 %,-,10 - 20 %,0 - 10 %
07/01/2014 - 06/30/2015,2015,REGION 3,MIDDLETOWN,HADDAM,24,-,50,-,<= 10,-,<= 10,-,-,-,36,-,-,-,-,-,-,-,-,-,-,0 - 10 %,-,0 - 10 %,-,-,-,-,-
07/01/2013 - 06/30/2014,2014,REGION 6,NEW BRITAIN,BERLIN,74,<= 10,154,<= 10,18,<= 10,24,-,<= 10,-,90,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,-,0 - 10 %,0 - 10 %,-,0 - 10 %,-,10 - 20 %,30 - 40 %
07/01/2013 - 06/30/2014,2014,REGION 3,WILLIMANTIC,THOMPSON,81,14,230,55,27,<= 10,62,-,<= 10,-,114,<= 10,-,-,21,-,-,-,29,<= 10,19,-,0 - 10 %,105%,-,0 - 10 %,-,70%,80 - 90 %
07/01/2013 - 06/30/2014,2014,REGION 3,WILLIMANTIC,MANSFIELD,81,<= 10,206,31,23,<= 10,37,-,-,-,127,12,<= 10,-,16,-,-,-,<= 10,<= 10,19,20 - 30 %,0 - 10 %,89%,-,-,-,10 - 20 %,40 - 50 %
07/01/2012 - 06/30/2013,2013,REGION 3,NORWICH,FRANKLIN,12,<= 10,37,13,<= 10,-,<= 10,-,-,-,23,<= 10,-,-,<= 10,-,-,-,<= 10,<= 10,<= 10,0 - 10 %,-,80 - 90 %,-,-,-,50 - 60 %,90 - 100 %
07/01/2011 - 06/30/2012,2012,REGION 2,MILFORD,NORTH HAVEN,89,<= 10,201,15,21,<= 10,36,-,<= 10,-,116,<= 10,<= 10,-,<= 10,-,-,-,13,-,<= 10,0 - 10 %,0 - 10 %,0 - 10 %,-,0 - 10 %,-,11%,0 - 10 %
07/01/2010 - 06/30/2011,2011,REGION 3,WILLIMANTIC,STERLING,36,<= 10,158,74,<= 10,-,39,-,<= 10,-,104,<= 10,<= 10,-,24,-,-,-,49,-,20,20 - 30 %,-,152%,-,0 - 10 %,-,97%,0 - 10 %
07/01/2015 - 06/30/2016,2016,REGION 2,MILFORD,EAST HAVEN,306,72,779,179,74,23,159,-,<= 10,-,472,20,<= 10,14,34,-,<= 10,-,113,<= 10,95,0 - 10 %,61%,21%,-,0 - 10 %,-,24%,30 - 40 %
